election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,VHuNR2ZBog,Azhar Qayyum Nahra,Pakistan Muslim League (Nawaz),89826.0,0.499463427,1.0,Win
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,sD1uu7Nfnj,Ch Bilal Ijaz,Independents,70318.0,0.390992243,2.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,tHxAVq5LrJ,Tussadiq Masood Khan,Pakistan Peoples Party Parliamentarians,6833.0,0.037993828,3.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,4HJNYvEk1u,Abid Javed Virk,Pakistan Tehreek-e-Insaf,6490.0,0.03608663,4.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,EMERMpgcIY,Sardar Riaz Ahmad Khan,Jamaat-e-Islami,2129.0,0.011837972,5.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,0GgbCxqucc,Muhammad Riaz,Independents,1167.0,0.006488921,6.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,zMLuxien0f,Aytzaz Ijaz,Independents,1122.0,0.006238706,7.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,jWXPnqy0CB,Muhammad Asghar,Independents,798.0,0.004437154,8.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,v1YpbbDf94,Muhammad Pervez Iqbal Virk,Independents,345.0,0.001918319,9.0,Loss
2013-05-11,General Election,Contested,NA-100,Gujranwalla 6,Punjab,National,288271.0,179845.0,5324.0,J979Lf7CGW,Saud Fateh Muhammad,Independents,220.0,0.001223276,10.0,Loss
