election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,votes_cast,turnout,votes_disq,disq_pct,validated_votes,MOV_votes,MOV_pct,win_votes,win_pct,win_party,win_name,second_votes,second_pct,second_party,second_name,third_votes,third_pct,third_party,third_name,remainder_votes,remainder_pct,effective_parties,Cox_SF_ratio,winbuckets,delimit
2013-05-11,General Election,Contested,NA-106,Gujrat 3,Punjab,National,413565.0,220710.0,0.533676689,6893.0,0.031231027,213817.0,27037.0,0.126449253,83024.0,0.388294663,Pakistan Muslim League (Nawaz),Ch Jaffar Iqbal,55987.0,0.26184541,Independents,Syed Noor Ul Hassan Shah,34775.0,0.162639079,Pakistan Peoples Party Parliamentarians,Qamar Zaman Kaira,40031.0,0.187220848,3.731671237,0.621126333,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-107,Gujrat 4,Punjab,National,400622.0,211552.0,0.528058868,4385.0,0.020727764,207167.0,33113.0,0.159837233,94196.0,0.454686316,Pakistan Muslim League (Nawaz),Ch Abid Raza,61083.0,0.294849083,Pakistan Tehreek-e-Insaf,Ch Muhammad Ilyas,47406.0,0.228829881,Pakistan Muslim League (Qaid-e-Azam),Rehman Naseer,4482.0,0.02163472,2.889353556,0.776091548,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-108,M.b. Din 1,Punjab,National,430517.0,245625.0,0.570534961,5996.0,0.024411196,239629.0,11220.0,0.04682238,85009.0,0.354752555,Independents,Muhammad Ijaz Ahmed Chaudhary,73789.0,0.307930175,Pakistan Muslim League (Nawaz),Mumtaz Ahmad Tarar,29883.0,0.124705274,Pakistan Peoples Party Parliamentarians,Muhammad Tariq Tarar,50948.0,0.212611996,3.945458777,0.404979062,45,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-109,M.b. Din 2,Punjab,National,384637.0,216946.0,0.564027902,6445.0,0.029707854,210501.0,90973.0,0.432173719,135501.0,0.643707156,Pakistan Muslim League (Nawaz),Nasar Iqbal Bosal,44528.0,0.211533437,Pakistan Peoples Party Parliamentarians,Nazar Muhammad Gondal,13813.0,0.065619641,Pakistan Tehreek-e-Insaf,Muhammad Nawaz Gondal,16659.0,0.079139767,2.152928734,0.310209307,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,329285.0,139509.0,0.423672503,3970.0,0.028456945,135539.0,11305.0,0.083407728,38233.0,0.282081172,Pakistan Tehreek-e-Insaf,Mujahid Ali,26928.0,0.198673445,Pakistan Peoples Party Parliamentarians,Khanzada Khan,26623.0,0.19642317,Jamiat Ulema-e Islam (Fazl),Imdad Ullah Yousafzai,43755.0,0.322822214,5.352225863,0.9886735,166,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-110,Sialkot 1,Punjab,National,342125.0,179584.0,0.524907563,3290.0,0.018320118,176294.0,21275.0,0.120679093,92848.0,0.526665683,Pakistan Muslim League (Nawaz),Khawaja Muhammad Asif,71573.0,0.405986591,Pakistan Tehreek-e-Insaf,Muhammad Usman Dar,6365.0,0.036104462,Jamaat-e-Islami,Arshad Mahmood Baggu,5508.0,0.031243264,2.253608245,0.088930183,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-111,Sialkot 2,Punjab,National,399981.0,227806.0,0.569542053,5508.0,0.024178468,222298.0,86428.0,0.388793421,137474.0,0.618422118,Pakistan Muslim League (Nawaz),Chaudhary Armaghan Subhani,51046.0,0.229628697,Pakistan Peoples Party Parliamentarians,Dr Firdous Ashiq Awan,31153.0,0.140140712,Pakistan Tehreek-e-Insaf,Muhammad Ajmal Cheema,2625.0,0.011808473,2.198593654,0.610292677,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-112,Sialkot 3,Punjab,National,363004.0,209285.0,0.576536347,5343.0,0.02552978,203942.0,92510.0,0.45360936,129571.0,0.635332595,Pakistan Muslim League (Nawaz),Rana Shamim Ahmed Khan,37061.0,0.181723235,Pakistan Tehreek-e-Insaf,Salman Saif Cheema,23450.0,0.114983672,Pakistan Peoples Party Parliamentarians,Ch Ejaz Ahmed Cheema,13860.0,0.067960499,2.214409142,0.632740617,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-113,Sialkot 4,Punjab,National,353741.0,201807.0,0.570493666,5205.0,0.02579197,196602.0,65498.0,0.333150222,118192.0,0.601173945,Pakistan Muslim League (Nawaz),Syed Iftikhar Ul Hassan,52694.0,0.268023723,Pakistan Tehreek-e-Insaf,Mirza Abdul Qayyum,20250.0,0.102999969,Pakistan Muslim League (Qaid-e-Azam),Ali Asjad Malhi,5466.0,0.027802362,2.251765226,0.384294227,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-114,Sialkot 5,Punjab,National,381496.0,218028.0,0.571507958,5275.0,0.02419414,212753.0,93314.0,0.438602511,131607.0,0.618590572,Pakistan Muslim League (Nawaz),Zahid Hamid,38293.0,0.179988061,Independents,Ghulam Abbas,18675.0,0.087777846,Independents,Yasir Irfan Ul Islam,24178.0,0.113643521,2.322629643,0.487687045,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-115,Narowal 1,Punjab,National,247582.0,148106.0,0.598209886,5748.0,0.038810041,142358.0,22359.0,0.157061774,71493.0,0.502205707,Pakistan Muslim League (Nawaz),Mian Muhammad Rasheed,49134.0,0.345143933,Independents,Muhammad Irfan Abid,13369.0,0.093911125,Pakistan Tehreek-e-Insaf,Mansoor Sarwar Khan,8362.0,0.058739235,2.625412468,0.272092645,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-116,Narowal 2,Punjab,National,271905.0,151624.0,0.557635939,5351.0,0.035291247,146273.0,51118.0,0.349469827,91409.0,0.624920525,Pakistan Muslim League (Nawaz),Daniyal Aziz,40291.0,0.275450698,Pakistan Peoples Party Parliamentarians,Muhammad Tariq Anees,9108.0,0.062267131,Pakistan Tehreek-e-Insaf,Wajiha Akram,5465.0,0.037361646,2.124212204,0.226055447,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-117,Narowal 3,Punjab,National,272892.0,157704.0,0.577898949,3067.0,0.019447826,154637.0,44122.0,0.28532628,95481.0,0.617452485,Pakistan Muslim League (Nawaz),Ahsan Iqbal,51359.0,0.332126205,Pakistan Tehreek-e-Insaf,Abrar Ul Haq,3118.0,0.02016335,Pakistan Peoples Party Parliamentarians,Anwar Ul Haq Chaudhary,4679.0,0.030257959,2.031753476,0.060709905,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-118,Lahore 1,Punjab,National,334256.0,169255.0,0.506363386,3171.0,0.018735045,166084.0,59730.0,0.359637292,103346.0,0.622251391,Pakistan Muslim League (Nawaz),Muhammad Riaz Malik,43616.0,0.262614099,Pakistan Tehreek-e-Insaf,Hamid Zaman,14054.0,0.084619831,Pakistan Peoples Party Parliamentarians,Faraz Hashmi,5068.0,0.030514679,2.157618909,0.322221203,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-119,Lahore 2,Punjab,National,305570.0,155710.0,0.509572275,1818.0,0.011675551,153892.0,66914.0,0.434811426,107735.0,0.700068879,Pakistan Muslim League (Nawaz),Muhammad Hamza Shehbaz Sharif,40821.0,0.265257453,Pakistan Tehreek-e-Insaf,Muhammad Madni,3930.0,0.02553739,Pakistan Peoples Party Parliamentarians,Malik Sohail,1406.0,0.009136277,1.782131555,0.096273977,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,351675.0,156549.0,0.445152485,4094.0,0.026151556,152455.0,19243.0,0.126220852,56680.0,0.371781837,Awami Jamhuri Ittehad Pakistan,Engineer Usman Khan Tarrakai,37437.0,0.245560985,Awami National Party,Haji Rehmanullah,21651.0,0.142015677,Jamiat Ulema-e Islam (Fazl),Ishfaq Ullah Khan,36687.0,0.240641501,4.186220464,0.578331597,Other Parties,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-120,Lahore 3,Punjab,National,295826.0,153434.0,0.518662998,2031.0,0.013236962,151403.0,39329.0,0.259763677,91683.0,0.605556033,Pakistan Muslim League (Nawaz),Muhammad Nawaz Sharif,52354.0,0.345792356,Pakistan Tehreek-e-Insaf,Doctor Yasmin Rashid,2605.0,0.017205736,Pakistan Peoples Party Parliamentarians,Zubair Kardar,4761.0,0.031445876,2.054497765,0.049757421,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-121,Lahore 4,Punjab,National,388441.0,201145.0,0.517826388,3239.0,0.016102811,197906.0,46167.0,0.233277415,114474.0,0.578426121,Pakistan Muslim League (Nawaz),Mehar Ishtiaq Ahmad,68307.0,0.345148707,Pakistan Tehreek-e-Insaf,Barrister Hammad Azhar,5882.0,0.029721181,Pakistan Peoples Party Parliamentarians,Aurangzeb Shaafa Burki,9243.0,0.046703991,2.197482116,0.086111233,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-122,Lahore 5,Punjab,National,326028.0,184279.0,0.565224459,2175.0,0.011802756,182104.0,8872.0,0.048719413,93389.0,0.512833326,Pakistan Muslim League (Nawaz),Sardar Ayaz Sadiq,84517.0,0.464113913,Pakistan Tehreek-e-Insaf,Imran Ahmed Khan Niazi,2833.0,0.015557044,Pakistan Peoples Party Parliamentarians,Barrister Mian Amir Hassan,1365.0,0.007495717,2.089218686,0.033519884,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-123,Lahore 6,Punjab,National,347941.0,175831.0,0.505347171,2155.0,0.012256087,173676.0,86261.0,0.496677722,126878.0,0.730544232,Pakistan Muslim League (Nawaz),Muhammad Pervaiz Malik,40617.0,0.23386651,Pakistan Tehreek-e-Insaf,Atif Choudhry,3770.0,0.021707087,Pakistan Peoples Party Parliamentarians,Main Aziz Ur Rehman Chann,2411.0,0.013882171,1.6981165,0.092818278,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-124,Lahore 7,Punjab,National,322562.0,173743.0,0.538634433,2431.0,0.013991931,171312.0,76751.0,0.448018819,119312.0,0.69646026,Pakistan Muslim League (Nawaz),Shaikh Rohale Asghar,42561.0,0.24844144,Pakistan Tehreek-e-Insaf,Walid Iqbal,6990.0,0.040802746,Pakistan Peoples Party Parliamentarians,Bushra Aitzaz Ahsan,2449.0,0.014295554,1.823195142,0.164234863,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-125,Lahore 8,Punjab,National,429485.0,226360.0,0.527049839,4199.0,0.018550097,222161.0,38921.0,0.175192766,123416.0,0.555525047,Pakistan Muslim League (Nawaz),Khawaja Saad Rafique,84495.0,0.380332282,Pakistan Tehreek-e-Insaf,Hamid Khan,6152.0,0.027691629,Pakistan Peoples Party Parliamentarians,Muhammad Naveed Ch.,8098.0,0.036451042,2.201229575,0.072809042,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-126,Lahore 9,Punjab,National,359492.0,197889.0,0.550468439,1916.0,0.009682196,195973.0,7453.0,0.038030749,97785.0,0.498971797,Pakistan Tehreek-e-Insaf,Shafqat Mehmood,90332.0,0.460941048,Pakistan Muslim League (Nawaz),Khawaja Ahmad Hassan,3226.0,0.016461451,Jamaat-e-Islami,Liaqat Baloch,4630.0,0.023625704,2.16483805,0.035712704,166,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-127,Lahore 10,Punjab,National,330154.0,162509.0,0.492221812,2401.0,0.014774566,160108.0,56293.0,0.351593924,102080.0,0.63756964,Pakistan Muslim League (Nawaz),Waheed Alam Khan,45787.0,0.285975716,Pakistan Tehreek-e-Insaf,Nasrullah Mughal,6233.0,0.038929972,Pakistan Peoples Party Parliamentarians,Sardar Khurram Latif Khan Khosa,6008.0,0.037524671,2.040556974,0.136130343,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-128,Lahore 11,Punjab,National,418384.0,223288.0,0.533691537,3174.0,0.014214826,220114.0,45738.0,0.207792326,124107.0,0.563830561,Pakistan Muslim League (Nawaz),Muhammad Afzal Khokar,78369.0,0.356038235,Pakistan Tehreek-e-Insaf,Malik Karamat Ali Kokhar,9483.0,0.043082221,Jamaat-e-Islami,Zahoor Ahmad Watto,8155.0,0.037048984,2.238026323,0.121004479,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-129,Lahore 12,Punjab,National,273648.0,150649.0,0.550521107,3392.0,0.022515914,147257.0,58226.0,0.395403954,94007.0,0.638387309,Pakistan Muslim League (Nawaz),Mian Muhammad Shehbaz Sharif,35781.0,0.242983356,Pakistan Tehreek-e-Insaf,Muhammad Mansha,11633.0,0.078997942,Pakistan Peoples Party Parliamentarians,Tariq Shabir,5836.0,0.039631393,2.114166084,0.325116682,141,Delimitation 2002-2013
2013-08-22,By-Election,Contested,NA-129,Lahore-Xii,Punjab,National,273769.0,77788.0,0.284137357,1181.0,0.01518229,76607.0,18823.0,0.245708617,44894.0,0.586029997,Pakistan Muslim League (Nawaz),Shazia Mubashar,26071.0,0.340321381,Pakistan Tehreek-e-Insaf,Muhammad Mansha Sindhu,3800.0,0.049603822,Pakistan Peoples Party Parliamentarians,Muhammad Ashraf Bhatti,1842.0,0.0240448,2.164473076,0.145755821,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-13,Swabi 2,Khyber Paktunkhwa (NWFP),National,362779.0,159936.0,0.440863446,4191.0,0.026204232,155745.0,19904.0,0.127798645,48576.0,0.311894443,Pakistan Tehreek-e-Insaf,Asad Qaisar,28672.0,0.184095798,Jamiat Ulema-e Islam (Fazl),Attaul Haq,21416.0,0.137506822,Pakistan Muslim League (Nawaz),Iftikhar Ahmed Khan,57081.0,0.366502937,5.768801555,0.746930804,166,Delimitation 2002-2013
2013-08-22,By-Election,Contested,NA-13,Swabi-Ii,Khyber Paktunkhwa (NWFP),National,362779.0,80241.0,0.221184247,917.0,0.011428073,79324.0,11033.0,0.139087792,43333.0,0.546278554,Pakistan Tehreek-e-Insaf,Aqibullah,32300.0,0.407190762,Jamiat Ulema-e Islam (Fazl),Attaul Haq,946.0,0.011925773,Jannat Pakistan Party,Aurang Sher,2745.0,0.034604912,2.152296004,0.029287926,166,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-130,Lahore 13,Punjab,National,290930.0,164411.0,0.565122194,3960.0,0.02408598,160451.0,56273.0,0.350717665,88842.0,0.553701753,Pakistan Muslim League (Nawaz),Sohail Shoukat Butt,32569.0,0.202984089,Pakistan Peoples Party Parliamentarians,Samina Khalid Ghurki,22066.0,0.137524852,Pakistan Tehreek-e-Insaf,Taliba Hussain Sidhu,16974.0,0.105789306,2.698525491,0.677515429,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-131,Sheikhupura 1,Punjab,National,273993.0,156931.0,0.572755508,4688.0,0.029873002,152243.0,32168.0,0.211293787,73742.0,0.484370382,Pakistan Muslim League (Nawaz),Rana Afzaal Hussain,41574.0,0.273076595,Independents,Umer Aftab Dhillon,21637.0,0.142121477,Pakistan Tehreek-e-Insaf,Rahat Aman Ullah Bhatti,15290.0,0.100431547,2.982610274,0.520445471,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-132,Sheikhupura 2,Punjab,National,291232.0,165616.0,0.568673772,5378.0,0.032472708,160238.0,59701.0,0.372577042,93140.0,0.581260375,Pakistan Muslim League (Nawaz),Rana Tanveer Hussain,33439.0,0.208683334,Pakistan Peoples Party Parliamentarians,Syed Ghayoor Abbas Bukhari,16467.0,0.102765886,Pakistan Tehreek-e-Insaf,Ayaz Sarfaraz Malik,17192.0,0.107290406,2.521134331,0.492448937,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-133,Sheikhupura 3,Punjab,National,291283.0,161161.0,0.5532798,4490.0,0.027860338,156671.0,37389.0,0.238646591,68909.0,0.439832515,Pakistan Muslim League (Nawaz),Mian Javed Latif,31520.0,0.201185925,Independents,Muhammad Saeed Virk,25874.0,0.165148624,Pakistan Tehreek-e-Insaf,Abu Bakar Virk,30368.0,0.193832937,3.660406478,0.820875635,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-134,Sheikhupura 4,Punjab,National,250183.0,152048.0,0.607747129,5605.0,0.036863359,146443.0,3294.0,0.022493393,44397.0,0.303169151,Pakistan Muslim League (Nawaz),Sardar Muhammad Irfan Dogar,41103.0,0.280675758,Independents,Khan Sher Akbar Khan,39363.0,0.268794002,Pakistan Muslim League (Qaid-e-Azam),Khurram Munawar Manj,21580.0,0.147361089,3.958845042,0.957667324,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-135,Sheikhupura 5,Punjab,National,285289.0,168808.0,0.591708758,6870.0,0.040697123,161938.0,41522.0,0.256406773,82150.0,0.507292915,Pakistan Muslim League (Nawaz),Muhammad Barjees Tahir,40628.0,0.250886142,Pakistan Tehreek-e-Insaf,Muhammad Arshad Sahi,15117.0,0.093350542,Independents,Rai Ijaz Ahmad Khan,24043.0,0.148470402,2.995131938,0.372083292,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-136,Sheikhupura 6,Punjab,National,285503.0,174912.0,0.612645051,6739.0,0.038527945,168173.0,37537.0,0.223204676,73775.0,0.438685163,Pakistan Muslim League (Nawaz),Chudhary Bilal Ahmed Virk,36238.0,0.215480487,Pakistan Muslim League (Qaid-e-Azam),Shahid Manzoor Gill.,33408.0,0.198652578,Pakistan Tehreek-e-Insaf,Chudhary Muhammad Yaqoob,24752.0,0.147181771,3.47910768,0.921905182,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-137,Sheikhupura 7,Punjab,National,287484.0,175706.0,0.611185318,6641.0,0.037796091,169065.0,5279.0,0.031224677,61329.0,0.36275397,Pakistan Muslim League (Nawaz),Rai Mansab Ali Khan,56050.0,0.331529293,Independents,Ijaz Ahmed Shah,22967.0,0.135847159,Independents,Saeed Ahmad Zafar,28719.0,0.169869577,3.726828787,0.409759144,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-138,Kasur 1,Punjab,National,282555.0,188358.0,0.666624197,6305.0,0.033473492,182053.0,47293.0,0.259775999,75694.0,0.41578002,Pakistan Muslim League (Nawaz),Salman Hanif,28401.0,0.156004021,Independents,Sardar Tufail Ahmad Khan,26441.0,0.145237925,Independents,Sadia Bano,51517.0,0.282978034,4.187508178,0.930988345,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-139,Kasur 2,Punjab,National,301506.0,188722.0,0.625931159,5734.0,0.030383315,182988.0,73971.0,0.404239622,102565.0,0.560501235,Pakistan Muslim League (Nawaz),Waseem Akhtar Sheikh,28594.0,0.156261613,Pakistan Peoples Party Parliamentarians,Chohadry Manzoor Ahmad,21725.0,0.118723632,Pakistan Tehreek-e-Insaf,Sardar Muhammad Hussain Dogar,30104.0,0.16451352,2.770307795,0.759774778,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-14,Kohat,Khyber Paktunkhwa (NWFP),National,409775.0,175765.0,0.428930511,5600.0,0.031860723,170165.0,36088.0,0.212076514,68129.0,0.400370229,Pakistan Tehreek-e-Insaf,Shehryar Afridi,32041.0,0.188293715,Jamiat Ulema-e Islam (Fazl),Gohar Mohammad Khan Bangesh,19135.0,0.112449681,Independents,Shamim Afridi,50860.0,0.298886375,4.455627698,0.597203583,166,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-140,Kasur 3,Punjab,National,291601.0,187842.0,0.644174746,5715.0,0.030424506,182127.0,18724.0,0.102807382,69212.0,0.380020535,Pakistan Muslim League (Nawaz),Rasheed Ahmad Khan,50488.0,0.277213153,Pakistan Muslim League (Qaid-e-Azam),Azeem U Deen Zahid,30431.0,0.167086703,Pakistan Tehreek-e-Insaf,Khursheed Mehmood Kasuri,31996.0,0.175679608,3.830880953,0.602737284,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-141,Kasur 4,Punjab,National,309577.0,195039.0,0.630017734,7239.0,0.037115654,187800.0,29851.0,0.158951012,96737.0,0.515106496,Pakistan Muslim League (Nawaz),Rana Muhammad Ishaq Khan,66886.0,0.356155485,Independents,Sardar Muhammad Asif Nakai,11989.0,0.063839191,Pakistan Tehreek-e-Insaf,Akeel Aslam,12188.0,0.064898829,2.518560097,0.179245283,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-142,Kasur 5,Punjab,National,278336.0,179745.0,0.645784232,6099.0,0.033931403,173646.0,19485.0,0.11221105,85243.0,0.490901029,Pakistan Muslim League (Nawaz),Rana Muhammad Hayat Khan,65758.0,0.378689978,Pakistan Muslim League (Qaid-e-Azam),Sardar Talib Hassan Nakai,18325.0,0.105530793,Pakistan Tehreek-e-Insaf,Rana Tanveer Riaz Khan,4320.0,0.0248782,2.527183502,0.278673317,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-143,Okara 1,Punjab,National,272742.0,171535.0,0.628927705,6995.0,0.04077885,164540.0,51324.0,0.311924152,90652.0,0.55094202,Pakistan Muslim League (Nawaz),Ch Nadeem Abbas Rebera,39328.0,0.239017868,Pakistan Muslim League (Qaid-e-Azam),Rai Muhammad Aslam Kharal,14924.0,0.090701349,Jamaat-e-Islami,Liaqat Ali,19636.0,0.119338763,2.654261064,0.379475183,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-144,Okara 2,Punjab,National,293394.0,173254.0,0.590516507,4164.0,0.024034077,169090.0,68439.0,0.40474895,105162.0,0.62192915,Pakistan Muslim League (Nawaz),Muhammad Arif Ch,36723.0,0.2171802,Pakistan Peoples Party Parliamentarians,Shafeeqa Baghum Rao Sikindar Iqbal,18648.0,0.110284464,Pakistan Tehreek-e-Insaf,Rao Khalid Khan,8557.0,0.050606186,2.239844628,0.50780165,141,Delimitation 2002-2013
2013-05-11,General Election,Contested,NA-145,Okara 3,Punjab,National,293394.0,177659.0,0.605530447,6777.0,0.038146111,170882.0,57366.0,0.335705341,89025.0,0.520973537,Pakistan Muslim League (Nawaz),Syed Muhammad Ashiq Hussain Shah,31659.0,0.185268197,Independents,Rana Khizar Hayat Khan,26601.0,0.155668824,Pakistan Peoples Party Parliamentarians,Syed Sumsam Ali Shah Bukhari,23597.0,0.138089442,2.970914494,0.840235004,141,Delimitation 2002-2013
