election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,fIcSBfyFAq,Syed Nasir Ali Shah,Pakistan Peoples Party Parliamentarians,24936.0,0.410016936,1.0,Win
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,xZ4r1GvjRm,Anwar Ul Haq,Pakistan Muslim League (Qaid-e-Azam),11387.0,0.187233833,2.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,0aXZML6ZDP,Hafiz Fazal Muhammad,Independents,6661.0,0.109525297,3.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,8QKpewhbd7,Khudai Noor,Pakistan Muslim League (Nawaz),6617.0,0.108801815,4.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,BCXe68ezAD,Abdul Aziz Khan Khilji Advocate,Jamiat Ulema-e Islam (Fazl),4412.0,0.072545505,5.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,faf9OtVy9j,Khudai Dad,Awami National Party,1459.0,0.023990003,6.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,6SRN78g6FH,Lt. General(R) Abdul Qadir Baloch,Independents,1150.0,0.018909187,7.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,qX9jaeYKi5,Syed Muhammd Fazal Agha,Independents,946.0,0.015554861,8.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,QuZTJDfODv,Shaheeda Parveen,Independents,704.0,0.011575711,9.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,UF7mmdLsHk,Arshad Iqbal Jadoon,Independents,607.0,0.009980762,10.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,Ewf0Lz58P6,Arbab Abdul Ghani Kasi,Muttahida Qaumi Movement,586.0,0.009635464,11.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,iyVeljiBwo,Mir Zarak Khan Zehri.,Independents,470.0,0.007728102,12.0,Loss
2008-02-18,General Election,Contested,NA-259,Quetta,Balochistan,National,365579.0,60817.0,1875.0,7kKuN86tlv,Rubnia Babar,Independents,266.0,0.004373777,13.0,Loss
