election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,votes_cast,turnout,votes_disq,disq_pct,validated_votes,MOV_votes,MOV_pct,win_votes,win_pct,win_party,win_name,second_votes,second_pct,second_party,second_name,third_votes,third_pct,third_party,third_name,remainder_votes,remainder_pct,effective_parties,Cox_SF_ratio,winbuckets,delimit
2002-10-10,General Election,Contested,NA-108,Mandi Bahauddin 1,Punjab,National,363575.0,178948.0,0.492190057,5352.0,0.02990813,173596.0,9636.0,0.055508191,70060.0,0.403580728,Pakistan Muslim League (Qaid-e-Azam),Ijaz Ahmad Ch.,60424.0,0.348072536,Pakistan Peoples Party Parliamentarians,Zafarullah Tarar,37422.0,0.215569483,Muttahidda Majlis-e-Amal Pakistan,Syed M. Mehfooz Mashadi,5690.0,0.032777253,3.022891843,0.619323448,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-109,Mandi Bahauddin 2,Punjab,National,362887.0,163644.0,0.450950296,5143.0,0.031427978,158501.0,6456.0,0.040731604,71424.0,0.450621763,Pakistan Peoples Party Parliamentarians,Maj. (R) Zulfiqar Ali Gondal,64968.0,0.409890158,Pakistan Muslim League (Qaid-e-Azam),Nasir Iqbal Busal,20455.0,0.129052814,Pakistan Muslim League (Nawaz),Munwar Iqbal Gondal,1654.0,0.010435265,2.57842646,0.314847309,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),National,223487.0,74060.0,0.331383928,1757.0,0.023724008,72303.0,37456.0,0.518042128,51918.0,0.718061491,Muttahidda Majlis-e-Amal Pakistan,Molana Atta-Ur-Rehman,14462.0,0.200019363,Awami National Party,Habibullah Khan,5923.0,0.081919146,Pakistan Tehreek-e-Insaf,Dr. M. Afzal Khan,0.0,0.0,1.778312704,0.409556078,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-110,Sialkot 1,Punjab,National,247536.0,106083.0,0.428555846,4280.0,0.040345767,101803.0,3786.0,0.037189474,42743.0,0.419859926,Pakistan Muslim League (Nawaz),Kh. M. Asif,38957.0,0.382670452,Pakistan Muslim League (Qaid-e-Azam),Mian M. Riaz,19391.0,0.190475723,Pakistan Peoples Party Parliamentarians,Raja Amer Khan,712.0,0.0069939,2.785293831,0.497753934,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-111,Sialkot 2,Punjab,National,321453.0,144367.0,0.449107646,6454.0,0.044705507,137913.0,1617.0,0.011724783,52378.0,0.379790158,Pakistan Muslim League (Qaid-e-Azam),Ch. Amir Hussain,50761.0,0.368065375,Pakistan Muslim League (Nawaz),Idrees Ahmed Bajwar,25329.0,0.183659263,Pakistan Peoples Party Parliamentarians,Maj. (R) Tariq Yousafq Rajput,9445.0,0.068485204,3.144572703,0.498985442,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-112,Sialkot 3,Punjab,National,324531.0,159101.0,0.490249005,5400.0,0.033940704,153701.0,27217.0,0.177077573,68468.0,0.445462294,Pakistan Muslim League (Qaid-e-Azam),Umar Ahmad Ghumman,41251.0,0.268384721,Pakistan Muslim League (Nawaz),Sahabzada Syed Murtaza Amin,31602.0,0.20560699,Pakistan Peoples Party Parliamentarians,Salman Saifullah Cheema,12380.0,0.080545995,3.16908807,0.766090519,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-113,Sialkot 4,Punjab,National,344117.0,146762.0,0.426488665,5323.0,0.036269607,141439.0,4886.0,0.034544927,50592.0,0.357694837,Pakistan Muslim League (Qaid-e-Azam),Ali Asjad Malhi,45706.0,0.323149909,Pakistan Peoples Party Parliamentarians,Col. (R) Sultan Sikandar Ghumman,44215.0,0.312608262,Pakistan Muslim League (Nawaz),Col. (R) Zafar Hussain Gill,926.0,0.006546992,3.029226341,0.967378462,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-114,Sialkot 5,Punjab,National,342003.0,163026.0,0.476680029,5797.0,0.035558745,157229.0,8780.0,0.055842116,73529.0,0.467655458,Pakistan Muslim League (Qaid-e-Azam),Zahid Hamid Khan,64749.0,0.411813342,Pakistan Peoples Party Parliamentarians,Ghulam Abbas,18172.0,0.115576643,Pakistan Muslim League (Nawaz),Ch. Javed Iqbal Virk,779.0,0.004954557,2.489578846,0.280652983,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-115,Narowal 1,Punjab,National,237486.0,104841.0,0.441461812,4559.0,0.043484896,100282.0,4788.0,0.047745358,32104.0,0.320137213,Pakistan Muslim League (Qaid-e-Azam),M. Nasir Khan,27316.0,0.272391855,Independents,Sumaira Yasser Rashid,11834.0,0.11800722,Independents,Mansoor Sarwar Khan,29028.0,0.289463712,4.615857388,0.433225948,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-116,Narowal 2,Punjab,National,264030.0,111925.0,0.423910162,6190.0,0.055304892,105735.0,4712.0,0.044564241,41857.0,0.395867026,Pakistan Muslim League (Qaid-e-Azam),Daniyal Aziz Ch.,37145.0,0.351302785,Independents,M. Tariq Anees,10039.0,0.094944909,Pakistan Muslim League (Nawaz),Faisal Manzoor Rahim,16694.0,0.157885279,3.354152581,0.270265177,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-117,Narowal 3,Punjab,National,226808.0,104828.0,0.462188283,3746.0,0.035734727,101082.0,15669.0,0.155012762,49367.0,0.488385667,Pakistan Muslim League (Qaid-e-Azam),Riffat Javed,33698.0,0.333372905,Pakistan Muslim League (Nawaz),Ahsan Iqbal,16075.0,0.159029303,Pakistan Peoples Party Parliamentarians,Ch. Anwar-Ul-Haq,1942.0,0.019212125,2.665980701,0.477031278,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-118,Lahore 1,Punjab,National,243707.0,71226.0,0.292260789,1327.0,0.018630837,69899.0,3843.0,0.054979327,25484.0,0.364583184,Independents,Hafiz Salman Butt,21641.0,0.309603857,Pakistan Muslim League (Qaid-e-Azam),Mian M. Azhar,16855.0,0.241133636,Pakistan Peoples Party Parliamentarians,Ch. Abdul Qadir,5919.0,0.084679323,3.457452529,0.77884571,45,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-119,Lahore 2,Punjab,National,280155.0,76936.0,0.274619407,971.0,0.01262088,75965.0,21973.0,0.289251629,43166.0,0.568235372,Pakistan Muslim League (Nawaz),Kh. Saad Rafiq,21193.0,0.278983743,Pakistan Peoples Party Parliamentarians,Jehangir Badar,8444.0,0.111156454,Pakistan Muslim League (Qaid-e-Azam),Mian Abdul Sattar,3162.0,0.041624432,2.417313094,0.398433445,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),National,236270.0,88839.0,0.376006264,2009.0,0.022613942,86830.0,21787.0,0.250915582,53825.0,0.619889439,Muttahidda Majlis-e-Amal Pakistan,M. Usman,32038.0,0.368973857,Awami National Party,Shehryar Khan,967.0,0.011136704,Pakistan Muslim League (Zia-ul-Haq Shaheed),Khalid Jehangir,0.0,0.0,1.921123842,0.030182908,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-120,Lahore 3,Punjab,National,232800.0,72806.0,0.31274055,819.0,0.011249073,71987.0,14258.0,0.198063539,33741.0,0.468709628,Pakistan Muslim League (Nawaz),M. Pervaiz Malik,19483.0,0.270646089,Pakistan Peoples Party Parliamentarians,Altaf Ahmed Qureshi,15085.0,0.209551725,Pakistan Muslim League (Qaid-e-Azam),Mian M. Ashraf,3678.0,0.051092558,2.957273258,0.774264744,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-121,Lahore 4,Punjab,National,256605.0,81918.0,0.319237739,1686.0,0.020581557,80232.0,12370.0,0.154177884,30326.0,0.377978861,Muttahidda Majlis-e-Amal Pakistan,Farid Ahmed Paracha,17956.0,0.223800977,Pakistan Muslim League (Qaid-e-Azam),Mian M. Jehangir,15778.0,0.196654701,Pakistan Peoples Party Parliamentarians,Aurangzeb Shafi Barki,16172.0,0.20156546,3.904455503,0.878703497,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-122,Lahore 5,Punjab,National,279245.0,93257.0,0.333961217,1248.0,0.013382373,92009.0,18893.0,0.205338608,37531.0,0.407905748,Pakistan Muslim League (Nawaz),Sardar Ayaz Sadiq,18638.0,0.20256714,Pakistan Tehreek-e-Insaf,Imran Khan,17561.0,0.190861764,Pakistan Peoples Party Parliamentarians,Ch. Ghulam Qadir,18279.0,0.198665348,3.786450267,0.94221483,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-123,Lahore 6,Punjab,National,262987.0,67851.0,0.258001346,1046.0,0.015416132,66805.0,10781.0,0.161380136,30372.0,0.454636629,Pakistan Muslim League (Nawaz),Makhdoom M. Javed Hashmi,19591.0,0.293256493,Pakistan Peoples Party Parliamentarians,Tariq Waheed Butt,9579.0,0.143387471,Pakistan Muslim League (Qaid-e-Azam),Mian Abdul Waheed,7263.0,0.108719407,3.158488476,0.488949007,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-124,Lahore 7,Punjab,National,255757.0,77865.0,0.304449145,1374.0,0.017645926,76491.0,3098.0,0.040501497,27072.0,0.353923991,Pakistan Peoples Party Parliamentarians,Aitzaz Ahsan,23974.0,0.313422494,Muttahidda Majlis-e-Amal Pakistan,Allam M. Abid Jalali,23110.0,0.302127048,Pakistan Muslim League (Qaid-e-Azam),Khurram Rohail Asghar,2335.0,0.030526467,3.173551152,0.963960958,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-125,Lahore 8,Punjab,National,255313.0,76713.0,0.300466486,1120.0,0.014599872,75593.0,1219.0,0.016125832,22405.0,0.296389877,Pakistan Muslim League (Qaid-e-Azam),Humayun Akhtar Khan,21186.0,0.280264046,Pakistan Muslim League (Nawaz),M. Akram Zaki,21152.0,0.279814269,Pakistan Peoples Party Parliamentarians,M. Naveed Ch.,10850.0,0.143531809,3.958415916,0.998395167,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-126,Lahore 9,Punjab,National,271325.0,87523.0,0.322576246,1406.0,0.016064349,86117.0,29572.0,0.343393291,43679.0,0.507205314,Muttahidda Majlis-e-Amal Pakistan,Liaqat Baloch,14107.0,0.163812023,Pakistan Peoples Party Parliamentarians,Fakhar Zaman,13838.0,0.160688366,Pakistan Muslim League (Qaid-e-Azam),Tariq Badruddin Bandey,14493.0,0.168294297,3.023858314,0.980931452,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-127,Lahore 10,Punjab,National,237065.0,79868.0,0.336903381,1552.0,0.019432063,78316.0,4404.0,0.05623372,24949.0,0.318568364,Pakistan Awami Tehreek,Dr. M. Tahir-Ul-Qadri,20545.0,0.262334644,Pakistan Muslim League (Qaid-e-Azam),Abdul Aleem Khan,18271.0,0.233298432,Pakistan Muslim League (Nawaz),Ch. Naseer Ahmed Bhutta,14551.0,0.18579856,4.003257748,0.889316135,Other Parties,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-128,Lahore 11,Punjab,National,244140.0,95690.0,0.391947243,3034.0,0.031706552,92656.0,1493.0,0.016113366,31175.0,0.336459592,Pakistan Peoples Party Parliamentarians,"Malik Zaheer Abbas, Adv.",29682.0,0.320346227,Pakistan Muslim League (Nawaz),Sardar Kamil Umar,26652.0,0.287644621,Pakistan Muslim League (Qaid-e-Azam),"Wazir Ali Bhatti, Adv.",5147.0,0.05554956,3.335225402,0.89791793,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-129,Lahore 12,Punjab,National,211530.0,80988.0,0.382867678,2349.0,0.029004297,78639.0,19309.0,0.245539745,39420.0,0.501277992,Pakistan Muslim League (Qaid-e-Azam),Maj. (R) Habibullah Warraich,20111.0,0.255738247,Pakistan Muslim League (Nawaz),Sardar Arif Rashid,17314.0,0.220170653,Pakistan Peoples Party Parliamentarians,Dr. Ch. Zahid Akram Nat,1794.0,0.022813108,2.737284218,0.860921884,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-13,Swabi 2,Khyber Paktunkhwa (NWFP),National,237950.0,91450.0,0.384324438,2515.0,0.027501367,88935.0,30625.0,0.344352617,50096.0,0.563287794,Muttahidda Majlis-e-Amal Pakistan,Molana Khalil Ahmed,19471.0,0.218935177,Awami National Party,M. Sadiq Khan,16749.0,0.188328555,Pakistan Muslim League (Nawaz),Iftikhar Khan,2619.0,0.029448474,2.492511901,0.860202352,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-130,Lahore 13,Punjab,National,232372.0,86186.0,0.370896666,2108.0,0.024458729,84078.0,12604.0,0.149908418,46095.0,0.548240919,Pakistan Peoples Party Parliamentarians,Samin Khalid Ghurki,33491.0,0.398332501,Pakistan Muslim League (Qaid-e-Azam),Ijaz Ahmad Dayal,3146.0,0.037417636,Muttahidda Majlis-e-Amal Pakistan,Waqar Nadeem Warraich,1346.0,0.016008944,2.169699805,0.093935684,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-131,Sheikhupura 1,Punjab,National,257446.0,108516.0,0.421509754,3847.0,0.035450993,104669.0,6230.0,0.059520966,41699.0,0.398389208,Pakistan Muslim League (Qaid-e-Azam),Brig. (R) Zulfiqar Ahmad Dhillon,35469.0,0.338868242,Pakistan Muslim League (Nawaz),Rana Tanveer Hussain,24426.0,0.233364224,Pakistan Peoples Party Parliamentarians,"Nisar Ahmad Punnu, Adv.",3075.0,0.029378326,3.040737426,0.688657701,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-132,Sheikhupura 2,Punjab,National,251788.0,104142.0,0.413609862,2461.0,0.023631196,101681.0,9935.0,0.097707536,51159.0,0.503132345,Pakistan Muslim League (Nawaz),Mian Jalil Ahmad Sharkpuri,41224.0,0.405424809,Pakistan Muslim League (Qaid-e-Azam),Mian M. Azhir,8514.0,0.083732457,Pakistan Peoples Party Parliamentarians,"Sajid Ali Awan, Adv.",784.0,0.007710388,2.355492641,0.206530177,141,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-133,Sheikhupura 3,Punjab,National,230454.0,91377.0,0.396508631,3795.0,0.041531239,87582.0,5236.0,0.059783974,30105.0,0.343735014,Pakistan Muslim League (Qaid-e-Azam),M. Saeed Virk,24869.0,0.28395104,Pakistan Muslim League (Nawaz),Mian M. Munawar Latif,14355.0,0.163903542,Muttahidda Majlis-e-Amal Pakistan,Ch. Nazir Ahmad Virk,18253.0,0.208410404,4.109460138,0.577224657,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-134,Sheikhupura 4,Punjab,National,247581.0,113879.0,0.459966637,3773.0,0.033131657,110106.0,11960.0,0.1086226,44073.0,0.400277914,Pakistan Peoples Party Parliamentarians,Khurram Munawar Manj,32113.0,0.291655314,Pakistan Muslim League (Nawaz),Sardar M. Arfan Dogar,31609.0,0.287077907,Pakistan Muslim League (Qaid-e-Azam),M. Javed Bhatti,2311.0,0.020988865,3.049648682,0.984305421,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-135,Sheikhupura 5,Punjab,National,247790.0,120953.0,0.488127043,3365.0,0.027820724,117588.0,9848.0,0.083750043,47404.0,0.403136374,Pakistan Muslim League (Qaid-e-Azam),Mian Shamim Haider,37556.0,0.319386332,Pakistan Peoples Party Parliamentarians,Mian Mushtaq Hussain Dogar,30609.0,0.260307174,Pakistan Muslim League (Nawaz),Ch. M. Bargees Tahir,2019.0,0.017170119,3.008453549,0.815022899,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-136,Sheikhupura 6,Punjab,National,268674.0,124672.0,0.464027036,4022.0,0.032260652,120650.0,22913.0,0.189912971,63617.0,0.527285537,Pakistan Muslim League (Qaid-e-Azam),Bilal Ahmad Virk,40704.0,0.337372565,Pakistan Peoples Party Parliamentarians,Syed M. Akbar Shah,15352.0,0.127244094,Pakistan Muslim League (Nawaz),"Ch. Walayat Ali, Adv.",977.0,0.008097804,2.450513621,0.37716195,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-137,Sheikhupura 7,Punjab,National,279668.0,128789.0,0.460506744,3497.0,0.02715294,125292.0,7723.0,0.061640009,61506.0,0.490901255,Pakistan Muslim League (Qaid-e-Azam),Rai Mansab Ali Khan,53783.0,0.429261246,Pakistan Peoples Party Parliamentarians,Col. (R) M. Nisar Ahmed Khan,6442.0,0.051415892,Pakistan Muslim League (Nawaz),Rai M. Hayat Kharal,3561.0,0.028421607,2.334427509,0.119777625,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-138,Kasur 1,Punjab,National,245303.0,119756.0,0.488196231,3545.0,0.029601857,116211.0,6455.0,0.055545516,39781.0,0.342316992,Pakistan Muslim League (Qaid-e-Azam),Sardar Tufail Ahmad Khan,33326.0,0.286771476,Pakistan Muslim League (Nawaz),Rao Mazhar Hayat Khan,24835.0,0.213706104,Pakistan Peoples Party Parliamentarians,Malik Akhtar Hussain Noul,18269.0,0.157205428,3.909356128,0.745213947,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-139,Kasur 2,Punjab,National,266294.0,103188.0,0.387496526,3058.0,0.029635229,100130.0,3595.0,0.035903326,28732.0,0.286946969,Pakistan Peoples Party Parliamentarians,Ch. Manzoor Ahmad,25137.0,0.251043643,Independents,Syeda Nelofar Qasim Mehdi,25007.0,0.249745331,Pakistan Muslim League (Nawaz),Sheikh Waseem Akhtar,21254.0,0.212264057,4.227024704,0.994828341,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-14,Kohat,Khyber Paktunkhwa (NWFP),National,317082.0,99573.0,0.314029179,3748.0,0.037640726,95825.0,31853.0,0.332408035,46130.0,0.481398382,Muttahidda Majlis-e-Amal Pakistan,Mufti Ibrar Sultan,14277.0,0.148990347,Pakistan Muslim League (Qaid-e-Azam),Syed Iftikhar Hussain Gilani,12083.0,0.126094443,Independents,Sheharyar Afridi,23335.0,0.243516828,3.44244921,0.846326259,96,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-140,Kasur 3,Punjab,National,263273.0,123871.0,0.470504002,4130.0,0.033341137,119741.0,919.0,0.007674898,50318.0,0.420223649,Pakistan Muslim League (Qaid-e-Azam),Mian Khursheed Mehmood Kasuri,49399.0,0.412548751,Independents,Molana Moeenuddin Lakhvi,17229.0,0.143885553,Muttahidda Majlis-e-Amal Pakistan,Mian Mukhtar Ahmad,2795.0,0.023342047,2.719110874,0.348772242,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-141,Kasur 4,Punjab,National,256425.0,110932.0,0.432609925,3189.0,0.028747341,107743.0,14545.0,0.134997169,57063.0,0.529621414,Pakistan Muslim League (Qaid-e-Azam),Sardar M. Asif Nakai,42518.0,0.394624245,Pakistan Muslim League (Nawaz),Rana M. Ishaq Khan,3301.0,0.030637721,Muttahidda Majlis-e-Amal Pakistan,Allama Syed Shabbir Ahmed Hashmi,4861.0,0.04511662,2.283431986,0.077637706,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-142,Kasur 5,Punjab,National,234431.0,111706.0,0.476498415,2778.0,0.024868852,108928.0,14499.0,0.133106272,58420.0,0.536317568,Pakistan Muslim League (Qaid-e-Azam),Sardar M. Asif Nakai,43921.0,0.403211296,Independents,Rana M. Hayat Khan,3546.0,0.032553613,Muttahidda Majlis-e-Amal Pakistan,Haji M. Ramzan,3041.0,0.027917524,2.213015775,0.080735867,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-143,Okara 1,Punjab,National,243777.0,120906.0,0.495969677,3422.0,0.028302979,117484.0,10805.0,0.09196997,50106.0,0.426492118,Pakistan Muslim League (Qaid-e-Azam),Rai M. Aslam Kharal,39301.0,0.334522148,Pakistan Peoples Party Parliamentarians,Capt. (R) Ghulam Mujtaba Kharal,24690.0,0.210156277,Muttahidda Majlis-e-Amal Pakistan,Dr. Liaqat Ali Kausar,3387.0,0.028829458,2.956342988,0.628228289,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-144,Okara 2,Punjab,National,231670.0,102436.0,0.442163422,2549.0,0.02488383,99887.0,30347.0,0.303813309,63713.0,0.637850771,Pakistan Peoples Party Parliamentarians,Rao Sikander Iqbal,33366.0,0.334037462,Pakistan Muslim League (Qaid-e-Azam),Rana Ikram Rabani,1287.0,0.01288456,Independents,Abdul Majeeb Khan Rao,1521.0,0.015227207,1.92790172,0.038572199,157,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-145,Okara 3,Punjab,National,241786.0,112049.0,0.4634222,2764.0,0.024667779,109285.0,704.0,0.006441872,39391.0,0.360442879,Pakistan Muslim League (Qaid-e-Azam),Syed Gulzar Sabtain Shah,38687.0,0.354001007,Independents,Syed Samsam Ali Shah Bukhari,20171.0,0.184572448,Pakistan Peoples Party Parliamentarians,Ch. M. Sajjad,11036.0,0.100983667,3.394524469,0.521389614,142,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-146,Okara 4,Punjab,National,248891.0,115931.0,0.465790246,4633.0,0.039963427,111298.0,14124.0,0.12690255,62711.0,0.563451275,Independents,Rao M. Ajmal Khan,48587.0,0.436548725,Pakistan Muslim League (Qaid-e-Azam),Rao M. Safdar Khan,,,,,,,1.968301959,,45,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-147,Okara 5,Punjab,National,266142.0,134617.0,0.505808929,5228.0,0.038836105,129389.0,20734.0,0.160245461,70774.0,0.54698622,Pakistan Muslim League (Haqiqi),Rubina Shaheen Wattoo,50040.0,0.386740758,Pakistan Muslim League (Qaid-e-Azam),"Mian M. Moain Khan Wattoo, Adv.",2199.0,0.016995262,National People Party (Worker Group),Zareen Akhtar Qadri,6376.0,0.049277759,2.224085423,0.043944844,Other Parties,Delimitation 2002-2013
2002-10-10,General Election,Contested,NA-148,Multan 1,Punjab,National,284014.0,127015.0,0.44721387,1767.0,0.013911743,125248.0,32511.0,0.259573007,76606.0,0.611634517,Pakistan Peoples Party Parliamentarians,Makhdoom Shah Mehmood Qureshi,44095.0,0.35206151,Pakistan Muslim League (Nawaz),Makhdoom M. Javed Hashmi,4154.0,0.033166198,National Alliance,Makhdoom Syed Ghulam Yazdani Gilani,393.0,0.003137775,2.00339001,0.094205692,157,Delimitation 2002-2013
