election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
2002-10-10,General Election,Contested,NA-100,Gujranwala 6,Punjab,National,280754.0,132942.0,5532.0,qeFTPzvZJ9,Ch. Bilal Ijaz,Pakistan Muslim League (Qaid-e-Azam),73107.0,0.549916505,1.0,Win
2002-10-10,General Election,Contested,NA-100,Gujranwala 6,Punjab,National,280754.0,132942.0,5532.0,lZX6Qfd9Pr,Hamed Nasir Chattha,Pakistan Muslim League (Haqiqi),49255.0,0.370499917,2.0,Loss
2002-10-10,General Election,Contested,NA-100,Gujranwala 6,Punjab,National,280754.0,132942.0,5532.0,iyp7UdeXYH,M. Ehsanullah,Muttahidda Majlis-e-Amal Pakistan,8375.0,0.062997397,3.0,Loss
2002-10-10,General Election,Contested,NA-100,Gujranwala 6,Punjab,National,280754.0,132942.0,5532.0,ZDZRBE0Dve,Dr. Pervaiz Ameer Gujjar,Pakistan Tehreek-e-Insaf,1990.0,0.014968934,4.0,Loss
2002-10-10,General Election,Contested,NA-100,Gujranwala 6,Punjab,National,280754.0,132942.0,5532.0,mbypx67p5n,Rana Safdar Raza Mubarak,Independents,215.0,0.001617247,5.0,Loss
2002-10-10,General Election,Contested,NA-101,Gujranwala 7,Punjab,National,302628.0,143821.0,4897.0,cJqhNfCm2C,Hamid Nasir Chattha,Pakistan Muslim League (Haqiqi),69171.0,0.480952017,1.0,Win
2002-10-10,General Election,Contested,NA-101,Gujranwala 7,Punjab,National,302628.0,143821.0,4897.0,xzfRpaDCxB,Asma Shahnawaz,Pakistan Peoples Party Parliamentarians,64355.0,0.447465947,2.0,Loss
2002-10-10,General Election,Contested,NA-101,Gujranwala 7,Punjab,National,302628.0,143821.0,4897.0,TdQd7t8L0E,Shaukat Hayat Chattha,Independents,7169.0,0.049846684,3.0,Loss
2002-10-10,General Election,Contested,NA-101,Gujranwala 7,Punjab,National,302628.0,143821.0,4897.0,kEjztdxWjn,"M. Saleem Aujalvi, Adv.",Pakistan Awami Tehreek,2711.0,0.01884982,4.0,Loss
2002-10-10,General Election,Contested,NA-101,Gujranwala 7,Punjab,National,302628.0,143821.0,4897.0,5qH8eaaWnl,Adnan Sarwar Cheema,Independents,415.0,0.002885531,5.0,Loss
2002-10-10,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,221662.0,110790.0,3994.0,rsgJtViYiV,Ch. Mehdi Hasan Bhatti,Pakistan Muslim League (Qaid-e-Azam),50824.0,0.458741764,1.0,Win
2002-10-10,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,221662.0,110790.0,3994.0,ze9gInAogA,Brig. (R) M. Usman Tarar,Pakistan Muslim League (Nawaz),43218.0,0.390089358,2.0,Loss
2002-10-10,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,221662.0,110790.0,3994.0,Y1WqOxCUzu,Ahmad Bilal Tarar,Pakistan Peoples Party Parliamentarians,15079.0,0.136104342,3.0,Loss
2002-10-10,General Election,Contested,NA-102,Hafizabad 1,Punjab,National,221662.0,110790.0,3994.0,LAXLocxxcA,Tajamal Hafeez M.a.,Pakistan Awami Tehreek,1192.0,0.010759094,4.0,Loss
