constituency_number,consitituencey_name,province,candidate_name,candidate_party,candidate_votes,candidate_share,outcome,Total NA Votes
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Molana Abdul Akbar Chitrali,Muttahidda Majlis-e-Amal Pakistan,48616,0.369195252,win,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Abdul Latif,Pakistan Tehreek-e-Insaf,40002,0.303779589,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Saleem Khan,Pakistan Peoples Party (Shaheed Bhutto),32635,0.24783378,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Iftikhar Ud Din,Pakistan Muslim League (Nawaz),2101,0.015955225,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Eid Ul Hussain,Awami National Party,3613,0.027437519,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Saeed Ur Rehman,Pakistan Rah-e-Haq Party,3223,0.024475817,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Taqdira Ajmal,Independents,793,0.006022129,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Muhammad Yahya,Independents,698,0.005300689,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Muhammad Amjad,All Pakistan Muslim League,0,0,loss,131681
NA-1,Chitral,Khyber Paktunkhwa (NWFP),Shahzada Muhammad Taimur Khisrao,Independents,0,0,loss,131681
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Haider Ali Khan,Pakistan Tehreek-e-Insaf,61687,0.50661531,win,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Amir Muqam,Pakistan Muslim League (Nawaz),41125,0.337746278,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Mumtaz Ahmad,Awami National Party,14618,0.12005289,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Muhammad Mukhtar,Paktunkhwa Milli Awami Party,3381,0.027767056,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Miraj Muhammad,Independents,453,0.003720342,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Naveed Iqbal,Muttahidda Majlis-e-Amal Pakistan,420,0.003449324,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Amjad Ali Khan,Pakistan Peoples Party (Shaheed Bhutto),79,0.000648801,loss,121763
NA-2,Swat-1,Khyber Paktunkhwa (NWFP),Ibadullah Khan,Independents,0,0,loss,121763
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Saleem Rehman,Pakistan Tehreek-e-Insaf,68162,0.44959962,win,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (Nawaz),22756,0.1500996,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Shahryar Amirzeb,Pakistan Peoples Party (Shaheed Bhutto),22046,0.145416408,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Abdul Karim Khan,Awami National Party,21895,0.144420406,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Molana Hujjat Ullah,Independents,16747,0.110463966,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Ali Khan,Independents,0,0,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Shakeel Ahmad,Jamiat Ulema-e-Pakistan (Noorani),0,0,loss,151606
NA-3,Swat-2,Khyber Paktunkhwa (NWFP),Aftab Shahid,Independents ,0,0,loss,151606
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Murad Saeed ,Pakistan Tehreek-e-Insaf,71600,0.466820535,win,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Saleem Khan,Awami National Party,30976,0.20195856,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Qari Mahmood,Muttahidda Majlis-e-Amal Pakistan,17542,0.114371031,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Feroz Shah,Pakistan Muslim League (Nawaz),14494,0.094498559,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Qamar Zaman Khan,Pakistan Peoples Party (Shaheed Bhutto),12328,0.080376586,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Tal Hayat Khan,Qaumi Watan Party,2240,0.014604441,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Muhammad Raza Khan,Tehreek-e-Labbaik,1579,0.010294827,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Khurshaid Ali,Paktunkhwa Milli Awami Party,1464,0.009545046,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Ibrahim,Allah-o-Akbar Tehreek,904,0.005893935,loss,153378
NA-4,Swat-3,Khyber Paktunkhwa (NWFP),Muhammad Moosa Khan,Independents,251,0.00163648,loss,153378
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Sahibzada Sibghatullah,Pakistan Tehreek-e-Insaf,66545,0.430349867,win,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Najmuddin Khan,Pakistan Peoples Party (Shaheed Bhutto),53967,0.349007308,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Muhammad Nisar Khan,Pakistan Muslim League (Nawaz),14462,0.093526483,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Malak Imran Khan,Awami National Party,8529,0.055157473,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Sahibzada Tariqullah,Muttahidda Majlis-e-Amal Pakistan,4623,0.029897174,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Riazullah,Independents,2861,0.018502231,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Subhan Ali,All Pakistan Muslim League,1910,0.012352066,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Hanifullah Khan,Independents,1241,0.00802561,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Inayatul Haq,Pak Sarzameen Party,371,0.002399276,loss,154630
NA-5,Upper Dir,Khyber Paktunkhwa (NWFP),Umar Zaib Khan,Pakistan Muslim League ,121,0.000782513,loss,154630
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Mehboob Shah,Pakistan Tehreek-e-Insaf,63440,0.380290133,win,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Molana Asadullah,Muttahidda Majlis-e-Amal Pakistan,36665,0.219787795,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Muhammad Zahid Khan,Awami National Party,30682,0.183922791,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Ahmad Hassan,Pakistan Peoples Party (Shaheed Bhutto),27774,0.166490828,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Javed Akhtar,Pakistan Muslim League (Nawaz),3600,0.021580146,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Ihsan Ullah,Tehreek-e-Labbaik,3166,0.01897854,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Amjad Ali,Allah-o-Akbar Tehreek,818,0.004903489,loss,166820
NA-6,Lower Dir,Khyber Paktunkhwa (NWFP),Habibullah,All Pakistan Muslim League,675,0.004046277,loss,166820
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Muhammad Bashir Khan,Pakistan Tehreek-e-Insaf,63017,0.477502804,win,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Siraj Ul Haq,Muttahidda Majlis-e-Amal Pakistan,46040,0.34886188,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Nazir Khan,Awami National Party,19543,0.148084442,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Muhammad Khalid,Allah-o-Akbar Tehreek,1313,0.00994908,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Sobia Shahid,Pakistan Muslim League (Nawaz),1256,0.00951717,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Syed Shahid Ahmad Jan,Pakistan Peoples Party (Shaheed Bhutto),313,0.002371715,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Abdul Ghaffar Khan,All Pakistan Muslim League,305,0.002311096,loss,131972
NA-7,Lower Dir 2,Khyber Paktunkhwa (NWFP),Mubarak Jan,Independents,185,0.001401813,loss,131972
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Junaid Akbar,Pakistan Tehreek-e-Insaf,81310,0.385651543,win,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Bilawal Bhutto Zardari,Pakistan Peoples Party (Shaheed Bhutto),43724,0.207381971,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Mian Gul Khurram,Independents,33836,0.160483404,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Maulana Gul Naseeb Khan,Muttahidda Majlis-e-Amal Pakistan,31739,0.150537379,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Inam Ullah Khan,Awami National Party,11406,0.054098407,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Amir Nawab,Pakistan Muslim League (Nawaz),3292,0.015613884,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Muhammad Khan,Independents,1986,0.009419554,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Zafaryab Khan,Qaumi Watan Party,1156,0.005482883,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Shams Ul Haq,Independents,985,0.004671833,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Fazal Muhammad,Independents,565,0.002679783,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Alamgir,Independents,400,0.001897191,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Taj Badshah,All Pakistan Muslim League,244,0.001157287,loss,210838
NA-8,Malakand,Khyber Paktunkhwa (NWFP),Hussain Khan,Independents,195,0.000924881,loss,210838
NA-9,Buner,Khyber Paktunkhwa (NWFP),Sher Akbar Khan,Pakistan Tehreek-e-Insaf,58037,0.334823695,win,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Kamran Khan,Pakistan Muslim League (Nawaz),38358,0.221292749,loss,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Abdur Rauf,Awami National Party,38015,0.219313934,loss,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Istaqbal Khan,Muttahidda Majlis-e-Amal Pakistan,23354,0.134732543,loss,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Fanoos Gujjar,Awami Workers Party,11729,0.067666267,loss,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Mian Moeen Ud Din,Independents,3297,0.019020861,loss,173336
NA-9,Buner,Khyber Paktunkhwa (NWFP),Sir Mir Khan,All Pakistan Muslim League,546,0.003149952,loss,173336
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Ibadullah Khan,Pakistan Muslim League (Nawaz),34070,0.278508951,win,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Sadeed Ur Rehman,Awami National Party,32665,0.267023625,loss,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Waqar Ahmad Khan,Pakistan Tehreek-e-Insaf,27832,0.227515736,loss,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Amir Sultan,Muttahidda Majlis-e-Amal Pakistan,20800,0.170031881,loss,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Hamid Iqbal Khan,Pakistan Peoples Party (Shaheed Bhutto),5642,0.046121148,loss,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Bakht Naseeb Khan,Awami Workers Party,1200,0.009809532,loss,122330
NA-10,Shangla,Khyber Paktunkhwa (NWFP),Safeer Khan,Independents,121,0.000989128,loss,122330
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Afreen Khan,Muttahidda Majlis-e-Amal Pakistan,15859,0.257034036,win,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Dost Muhammad Shakir,Independents,14148,0.229303079,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Mehboob Ullah Jaan,Pakistan Muslim League ,12627,0.20465154,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Malik Aurangzeb,Pakistan Tehreek-e-Insaf,9584,0.155332253,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Syed Gul Badshah,Independents,4487,0.072722853,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Haji Malik Noor Wali Shah,Pakistan Peoples Party (Shaheed Bhutto),4185,0.067828201,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Abdul Qayum,Independents,194,0.003144246,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Noor Ul Amin,Qaumi Watan Party,183,0.002965964,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Said Jan,Independents,111,0.001799028,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Bakht Jahan,Allah-o-Akbar Tehreek,95,0.001539708,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Shehzad Latif,Independents,66,0.001069692,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Haji Masar Khan,Pakistan Muslim League (Nawaz),33,0.000534846,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Haji Mir Dad,Independents,32,0.000518639,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Muhammad Yaseen,Independents,27,0.000437601,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Muhammad Naseer,Independents,26,0.000421394,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Sher Baz,Independents,26,0.000421394,loss,61700
NA-11,Kohistan,Khyber Paktunkhwa (NWFP),Juma Din,Pak Sarzameen Party,17,0.000275527,loss,61700
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Muhammad Nawaz Khan,Pakistan Tehreek-e-Insaf,34270,0.388601624,win,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Muhammad Yousuf,Muttahidda Majlis-e-Amal Pakistan,23881,0.27079648,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Sardar Malik Jaan,Pakistan Peoples Party (Shaheed Bhutto),12427,0.140914864,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Rasheed Ahmed,Independents,11791,0.133702998,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Saeed Ahmed,Independents,3356,0.038055064,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Misbah Ullah Baber,Awami National Party,990,0.011226017,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Sabir Hussain Shah,Pakistan Muslim League ,937,0.010625028,loss,88188
NA-12,Batagram,Khyber Paktunkhwa (NWFP),Rustam Khan,Qaumi Watan Party,536,0.006077924,loss,88188
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Saleh Muhammad,Independents,109284,0.425062524,win,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Shah Jahan Yousuf,Pakistan Muslim League (Nawaz),107808,0.41932159,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Muhammad Baseer Khan,Muttahidda Majlis-e-Amal Pakistan,19716,0.076685816,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Sardar Muhammad Sultan,Independents,5459,0.021232901,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Aamir Shahzad,Tehreek-e-Labbaik,4731,0.018401329,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Samar Islam,Independents,3544,0.013784466,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Samar Islam,Independents,3544,0.013784466,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Muhammad Javed,Pak Sarzameen Party,751,0.002921031,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Nargis Ali,Pakistan Muslim League ,588,0.002287039,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Muhammad Banaris,Independents,482,0.00187475,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Ambereen Ahsan,Independents,376,0.00146246,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Afsar Khan,Independents,291,0.001131851,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Muhammad Gulfam Swati,Independents,202,0.000785683,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Iffat Kulsoom,Awami National Party,183,0.000711783,loss,257101
NA-13,Mansehra 1,Khyber Paktunkhwa (NWFP),Abdul Salam,Hazara Democratic Party,142,0.000552312,loss,257101
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Muhammad Sajjad,Pakistan Muslim League (Nawaz),74889,0.471334974,win,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Zar Gul Khan,Pakistan Tehreek-e-Insaf,59638,0.375348518,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Fakhar Uz Zaman Khan,Pakistan Muslim League ,7182,0.045201936,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Qazi Tayyab Shehzad,Tehreek-e-Labbaik,6290,0.039587883,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Muhammad Asif,Qaumi Watan Party,4922,0.030977991,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Roshan Zaman,Independents,3559,0.022399567,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Ahmed Shahreyar Khan,Independents,972,0.006117555,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Muhammad Aqeel Khan Durrani,Allah-o-Akbar Tehreek,713,0.004487466,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Muhammad Wajid Khan,Independents,362,0.002278349,loss,158887
NA-14,Mansehra 2,Khyber Paktunkhwa (NWFP),Mufti Kifayatullah,Muttahidda Majlis-e-Amal Pakistan,360,0.002265761,loss,158887
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Murtaza Javed Abbasi,Pakistan Muslim League (Nawaz),95340,0.407232281,win,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Ali Asghar Khan,Pakistan Tehreek-e-Insaf,81845,0.349590162,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Sardar Muhammad Yaqoob,Independents,30305,0.129443825,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Fazal Ur Rehman,Muttahidda Majlis-e-Amal Pakistan,7253,0.030980236,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Makhdoom Arif Hussain Kazmi,Tehreek-e-Labbaik,6867,0.029331488,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Sardar Gohar Zaman Khan,Independents,5006,0.021382471,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Ayaz Khan Jadoon,Pakistan Rah-e-Haq Party,2307,0.009854047,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Sardar Muhammad Iqbal Khan,Qaumi Watan Party,1789,0.007641478,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Muhammad Asghar Shah,Independents,1024,0.004373881,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Sardar Manzoor Mumtaz Abbasi,Pakistan Peoples Party (Shaheed Bhutto),1007,0.004301268,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Sameen Riaz Abbasi,Pakistan National Democratic Party,819,0.003498251,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Nusrat Anjum,Pak Sarzameen Party,337,0.001439451,loss,234117
NA-15,Abbottabad 1,Khyber Paktunkhwa (NWFP),Zulfiqar Javed,Independents,218,0.000931158,loss,234117
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Ali Khan Jadoon,Pakistan Tehreek-e-Insaf,85203,0.477745256,win,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Malik Mohbbat Khan,Pakistan Muslim League (Nawaz),57995,0.325186157,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Shaukat Ali Tanoli,Independents,12611,0.070711658,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Ayaz Khan Jadoon,Pakistan Rah-e-Haq Party,7896,0.044273987,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Saeed Khan,Muttahidda Majlis-e-Amal Pakistan,4147,0.023252815,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Waqas,Tehreek-e-Labbaik,3064,0.017180281,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Jamil Hussain,Qaumi Watan Party,2353,0.013193603,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Rohail,Independents,1468,0.008231283,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Sardar Maqsood Ayub,Independents,836,0.00468757,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Irshad,Awami National Party,521,0.002921321,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Rizwan Khan,Independents,465,0.002607321,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Murad Sher,Independents,376,0.002108285,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Javed Khan,Independents,281,0.001575607,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Syed Faisal Hussain Shah Gallani,Independents,275,0.001541964,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Asghar Shah,Independents,254,0.001424214,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Muhammad Rashid,Independents,236,0.001323285,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Bilal Siddique,Independents,201,0.001127035,loss,178344
NA-16,Abbottabad 2,Khyber Paktunkhwa (NWFP),Syed Saeed Khalid,Independents,162,0.000908357,loss,178344
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Omar Ayub,Pakistan Tehreek-e-Insaf,172609,0.515897543,win,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Babar Nawaz Khan,Pakistan Muslim League (Nawaz),132756,0.396784028,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Muhammad Zubair,Tehreek-e-Labbaik,9627,0.028773388,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Rizwan Saeed Mughal,Independents,5033,0.01504274,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Farooq Shah,Muttahidda Majlis-e-Amal Pakistan,3728,0.011142328,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Shahista Naz,Pakistan Peoples Party (Shaheed Bhutto),2933,0.008766214,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Erum Fatima,Awami National Party,2592,0.007747026,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Malik Shakeel Ahmad,Allah-o-Akbar Tehreek,2174,0.006497699,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Habib Ullah,Independents,973,0.002908124,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Qazi Atiq Ur Rehman,Pakistan Falah Party,831,0.002483711,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Muhammad Faiz,Tehreek-e-Jafaria,451,0.001347959,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Saeed Hamid Shah,Pakistan Muslim League ,382,0.00114173,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Raja Qaiser Ali,Independents,290,0.000866758,loss,334580
NA-17,Haripur,Khyber Paktunkhwa (NWFP),Wakalat Khan,Independents,201,0.000600753,loss,334580
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Asad Qaiser,Pakistan Tehreek-e-Insaf,78970,0.421177826,win,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Fazal Ali,Muttahidda Majlis-e-Amal Pakistan,34217,0.182492613,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Muhammad Islam Khan,Awami National Party,26427,0.140945503,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Sajjad Ahmad,Pakistan Muslim League (Nawaz),24664,0.131542736,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Khalil Ahmad,Jamiat Ulema-e-Pakistan (Noorani),5960,0.031787006,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Shah Nawaz Khanzada,Independents,5923,0.03158967,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Fazal Akram,Independents,3342,0.01782419,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Masood Jabbar,Independents,3337,0.017797523,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Rizwan Ullah,Independents,2606,0.013898815,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Khalid Mehmood,Awami Workers Party,832,0.004437381,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Muhammad Tariq,Independents,521,0.002778696,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Muhammad Razaq,Independents,493,0.002629361,loss,187498
NA-18,Swabi 1,Khyber Paktunkhwa (NWFP),Shams Ul Qamar,Independents,206,0.001098678,loss,187498
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Eng. Usman Khan Trakai,Pakistan Tehreek-e-Insaf,83903,0.411921232,win,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Waris Khan,Awami National Party,53266,0.26150908,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Atta Ul Haq,Muttahidda Majlis-e-Amal Pakistan,31373,0.154025539,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Muhammad Naeem,Pakistan Peoples Party (Shaheed Bhutto),16158,0.079327596,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Ibadullah Khan,Pakistan Muslim League (Nawaz),13977,0.06861999,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Shehazad Ali Khan,Tehreek-e-Jafaria,2404,0.011802422,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Syed Khalid,Qaumi Watan Party,1276,0.006264514,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Shahid Khan,Awami Workers Party,1167,0.005729379,loss,203687
NA-19,Swabi 2,Khyber Paktunkhwa (NWFP),Kashif Ahmad,Pakistan Muslim League ,163,0.000800247,loss,203687
NA-20,Mardan 1,Khyber Paktunkhwa (NWFP),Mujahid Ali ,Pakistan Tehreek-e-Insaf,78140,0.41705807,win,187360
NA-20,Mardan 1,Khyber Paktunkhwa (NWFP),Gul Nawaz Khan,Awami National Party,38713,0.206623612,loss,187360
