constituency_number,consitituencey_name,province,candidate_name,candidate_party,candidate_votes,candidate_share,outcome,Total NA Votes
NA-206,Sukkur 1,Sindh,Nusrat Bano,Independents,68,0.000417731,loss,162784
NA-206,Sukkur 1,Sindh,Manzoor Hussain Shar,Independents,41,0.000251868,loss,162784
NA-206,Sukkur 1,Sindh,Aftab Hussain Soomro,Independents,25,0.000153578,loss,162784
NA-207,Sukkur 2,Sindh,Nauman Islam Shaikh,Pakistan Peoples Party Parliamentarians,69379,0.422170027,win,164339
NA-207,Sukkur 2,Sindh,Mubeen Ahmed,Pakistan Tehreek-e-Insaf,60089,0.365640536,loss,164339
NA-207,Sukkur 2,Sindh,Syed Mohammad Ayoub,Muttahida Majlis–e–Amal Pakistan,20400,0.124133651,loss,164339
NA-207,Sukkur 2,Sindh,Muhammad Tahir,Pakistan Muslim League (Nawaz),2510,0.015273307,loss,164339
NA-207,Sukkur 2,Sindh,Didar Ali,Independents,2383,0.014500514,loss,164339
NA-207,Sukkur 2,Sindh,Ghulam Murtaza,Muttahida Qaumi Movement Pakistan,1623,0.009875927,loss,164339
NA-207,Sukkur 2,Sindh,Muhammad Murad,Independents,1580,0.009614273,loss,164339
NA-207,Sukkur 2,Sindh,Hazoor Bux,Independents,1495,0.009097049,loss,164339
NA-207,Sukkur 2,Sindh,Amanullah Khoso,Independents,1293,0.007867883,loss,164339
NA-207,Sukkur 2,Sindh,Muhammad Amir Shaikh,Independents,867,0.00527568,loss,164339
NA-207,Sukkur 2,Sindh,Gohar Ali Khoso,Independents,768,0.004673267,loss,164339
NA-207,Sukkur 2,Sindh,Syed ALi Raza Shah,Independents,433,0.002634798,loss,164339
NA-207,Sukkur 2,Sindh,Naveed Ali,Independents,283,0.00172205,loss,164339
NA-207,Sukkur 2,Sindh,Sohail Niaz Khoso,Pak Sarzameen Party,187,0.001137892,loss,164339
NA-207,Sukkur 2,Sindh,Shaista,Independents,175,0.001064872,loss,164339
NA-207,Sukkur 2,Sindh,Ziauddin Bhatti,Awami Workers Party,157,0.000955342,loss,164339
NA-207,Sukkur 2,Sindh,Ameer Bux Alias Meer,Independents,118,0.000718028,loss,164339
NA-207,Sukkur 2,Sindh,Rasheed Ahmed Shah,Pakistan Rah-e-Haq Party ,116,0.000705858,loss,164339
NA-207,Sukkur 2,Sindh,Wazir Ali Jatoi,Independents,115,0.000699773,loss,164339
NA-207,Sukkur 2,Sindh,Khursheed Afghan,Independents,80,0.000486799,loss,164339
NA-207,Sukkur 2,Sindh,Saood Afzal,Independents,78,0.000474629,loss,164339
NA-207,Sukkur 2,Sindh,Akbar Ali,Independents,66,0.000401609,loss,164339
NA-207,Sukkur 2,Sindh,Khuda Dino Sangi,Independents,52,0.000316419,loss,164339
NA-207,Sukkur 2,Sindh,Hafiz Muhammad Zaman,Independents,46,0.000279909,loss,164339
NA-207,Sukkur 2,Sindh,Hafiz Muhaamad Zaman,Independents,46,0.000279909,loss,164339
NA-208,Khairpur 1,Sindh,Nafisa Shah,Pakistan Peoples Party Parliamentarians,107847,0.625297873,win,172473
NA-208,Khairpur 1,Sindh,Syed Ghous Ali Shah,Grand Democratic Alliance,57477,0.333252161,loss,172473
NA-208,Khairpur 1,Sindh,Asadullah,Independents,3977,0.023058682,loss,172473
NA-208,Khairpur 1,Sindh,Mir Muhammad Hanjrah,Muttahida Majlis–e–Amal Pakistan,954,0.005531301,loss,172473
NA-208,Khairpur 1,Sindh,Qudratullah,Pakistan Rah-e-Haq Party ,891,0.005166026,loss,172473
NA-208,Khairpur 1,Sindh,Syed Qaim Ali Shah,Independents,832,0.004823943,loss,172473
NA-208,Khairpur 1,Sindh,Syed Asad Abbas Zaidi,Pak Sarzameen Party,169,0.000979864,loss,172473
NA-208,Khairpur 1,Sindh,Veero Mal,Independents,144,0.000834913,loss,172473
NA-208,Khairpur 1,Sindh,Syed Parvaiz Ali Shah Jeelani,Independents,110,0.000637781,loss,172473
NA-208,Khairpur 1,Sindh,Syed Nawaz Ali Shah Alies Farukh,Independents,72,0.000417457,loss,172473
NA-209,Khairpur 2,Sindh,Pir Syed Fazal Ali Shah,Pakistan Peoples Party Parliamentarians,95921,0.54035738,win,177514
NA-209,Khairpur 2,Sindh,Pir Syed Sadaruddin Shah Rashidi,Grand Democratic Alliance,76046,0.42839438,loss,177514
NA-209,Khairpur 2,Sindh,Syed Ameer Umar Jeelani,Tehreek-e-Labbaik Pakistan,1902,0.010714648,loss,177514
NA-209,Khairpur 2,Sindh,Ismail Shah,Independents,1171,0.006596663,loss,177514
NA-209,Khairpur 2,Sindh,Abdul Haq,Muttahida Majlis–e–Amal Pakistan,1087,0.006123461,loss,177514
NA-209,Khairpur 2,Sindh,Ghulam Ali,Independents,741,0.004174319,loss,177514
NA-209,Khairpur 2,Sindh,Ghulam Mustafa,Sindh United Party,464,0.002613878,loss,177514
NA-209,Khairpur 2,Sindh,Munwar Ali Wassan,Independents,182,0.001025271,loss,177514
NA-210,Khairpur 3,Sindh,Syed Javed Ali Shah Jillani,Pakistan Peoples Party Parliamentarians,90718,0.497245685,win,182441
NA-210,Khairpur 3,Sindh,Syed Kazim ALi Shah,Grand Democratic Alliance,78525,0.43041312,loss,182441
NA-210,Khairpur 3,Sindh,Syed Muharram Ali Shah,Independents,3257,0.017852347,loss,182441
NA-210,Khairpur 3,Sindh,Muhammad Ramzan,Muttahida Majlis–e–Amal Pakistan,2156,0.011817519,loss,182441
NA-210,Khairpur 3,Sindh,Lal Bux Sial,Independents,2102,0.011521533,loss,182441
NA-210,Khairpur 3,Sindh,Mukhtiar Hussain Narijo,Pakistan Rah-e-Haq Party ,1811,0.009926497,loss,182441
NA-210,Khairpur 3,Sindh,Javed Sikandar,Independents,1129,0.006188302,loss,182441
NA-210,Khairpur 3,Sindh,Naimatullah Maitlo,Independents,964,0.0052839,loss,182441
NA-210,Khairpur 3,Sindh,Syed Fahad Ali Shah,Independents,579,0.003173629,loss,182441
NA-210,Khairpur 3,Sindh,Mahreen Razzaq Bhutto,Independents,480,0.002630988,loss,182441
NA-210,Khairpur 3,Sindh,Himat Ali Budh,Independents,468,0.002565213,loss,182441
NA-210,Khairpur 3,Sindh,Inayatullah Shaikh,Independents,252,0.001381268,loss,182441
NA-211,Naushahro Feroze 1,Sindh,Syed Abrar Ali Shah,Pakistan Peoples Party Parliamentarians1,10914,0.102369295,win,106614
NA-211,Naushahro Feroze 1,Sindh,Allahando Shah Alias Zafar Ali Shah,Grand Democratic Alliance,80485,0.754919617,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Qamar-Ul-Zaman,Pakistan Muslim League (Nawaz),6268,0.058791528,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Syed Safdar Ali Shah,Tehreek-e-Labbaik Pakistan,2002,0.018778022,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Ghazala Hussain,Pakistan Tehreek-e-Insaf,1250,0.011724539,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Imdad Ali Channa,Independents,1236,0.011593224,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Maqsood Ali Khushik,Independents,903,0.008469807,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Mehmooda Begum,Muttahida Majlis–e–Amal Pakistan,744,0.006978446,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Abdul Sattar Rajper,Independents,620,0.005815371,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Asghar Ali Shah,Independents,459,0.004305251,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Mir Muhammad Rajput,Muttahida Qaumi Movement Pakistan,355,0.003329769,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Mumtaz Ali Chandio,Independents,344,0.003226593,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Shoukat Ali Arain,Independents,203,0.001904065,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Abdul Ghafar Alias Ghullam Murtaza,Independents,195,0.001829028,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Shahid Ikram,Independents,190,0.00178213,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Syed Kaleemullah,Pak Sarzameen Party,155,0.001453843,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Syed Hassan Ali Shah,Independents,122,0.001144315,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Muahammad Ramzan,Independents,87,0.000816028,loss,106614
NA-211,Naushahro Feroze 1,Sindh,Ameer Bux Rajper,Independents,82,0.00076913,loss,106614
NA-212,Naushahro Feroze 2,Sindh,Zulfiqar Ali Behan,Pakistan Peoples Party Parliamentarians,90266,0.465070508,win,194091
NA-212,Naushahro Feroze 2,Sindh,Ghulam Murtaza Khan Jatoi,Grand Democratic Alliance,84361,0.434646635,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Abdul Haq Dost Muhammad,Independents,7850,0.040444946,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Syed Kazim Ali Shah,Pakistan Tehreek-e-Insaf,3615,0.018625284,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Abdul Rehman,Muttahida Majlis–e–Amal Pakistan,3332,0.017167205,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Gul Muhammad Channa,Independents,1282,0.006605149,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Aziz Ahmed Behan,Independents,889,0.004580326,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Mumtaz Ali,Independents,598,0.003081029,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Mumtaz Ali Chandio,Independents,548,0.002823418,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Razi Ali Khan Jatoi,Independents,385,0.001983606,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Khalid Akhtar Jatoi,Independents,380,0.001957845,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Haji Khan Mashori,Independents,271,0.001396252,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Arif Mustafa Jatoi,Independents,196,0.001009836,loss,194091
NA-212,Naushahro Feroze 2,Sindh,Imdad Ali,Independents,118,0.000607962,loss,194091
NA-213,Shaheed Benazir Abad 1,Sindh,Asif Ali Zardari,Pakistan Peoples Party Parliamentarians,101362,0.542347307,win,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Sardar Shair Muhammad RIndependents,Grand Democratic Alliance,53521,0.286369352,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Syed Ghulam Muhiddin Shah,Pakistan Muslim League (Nawaz),7803,0.041750716,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Farooq Ahmed Chandio,Pakistan Tehreek-e-Insaf,5074,0.027148934,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Zakir Hussain Jamali,Muttahida Majlis–e–Amal Pakistan,4433,0.023719201,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Muhammad Mushtaq,Tehreek-e-Labbaik Pakistan,4241,0.022691886,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Muhammad Abdul Rauf Siddiqui,Muttahida Qaumi Movement Pakistan,3871,0.020712165,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Sardar Abdul Hameed Khoso,Independents,2553,0.013660077,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Qadir Magsi,Independents,1516,0.008111506,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Saleem Raza,Independents,829,0.004435646,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Abdul Razzaq Rustamani,Independents,439,0.002348912,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Syed Kazim Ali Shah,Pak Sarzameen Party,395,0.002113486,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Haji Khan Mashori,Independents,271,0.001450012,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Nisar Ali Keerio,Independents,222,0.001187833,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Ikhtiar Hussain Tunio,Independents,197,0.001054068,loss,186895
NA-213,Shaheed Benazir Abad 1,Sindh,Syed Sajjad Hussain Shah,Independents,168,0.0008989,loss,186895
NA-214,Shaheed Benazir Abad 2,Sindh,Syed Ghulam Mustafa Shah,Pakistan Peoples Party Parliamentarians,110902,0.589926221,win,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Syed Zain Ul Abdin,Sindh United Party,54676,0.290840616,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Syed Ghulam Ali Shah,Independents,5031,0.026761635,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Ghulam Murtaza,Independents,4975,0.026463751,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Falak Sher,Independents,3112,0.016553808,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Bahadur Khan Dahri,Independents,2139,0.011378083,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Wilayat Ali,Independents,1935,0.010292936,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Mukhtiar Naz,Pakistan Muslim League (Nawaz),1309,0.006963025,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Ghulam Irtaza Unar,Independents,1171,0.006228955,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Gul Muhammad RIndependents,Pakistan Tehreek-e-Insaf,1055,0.005611911,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Nadeem Keerio,Amun Taraqqi Party,392,0.002085184,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Afshan Iqbal,Independents,358,0.001904326,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Khan Muhammad Dahri,Independents,331,0.001760704,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Liaquat Ali,Independents,240,0.001276643,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Manthar Ali,Independents,171,0.000909608,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Sarfaraz Urf Babu,Independents,108,0.000574489,loss,187993
NA-214,Shaheed Benazir Abad 2,Sindh,Sardar Shair Muhammad RIndependents,Independents,88,0.000468103,loss,187993
NA-215,Sanghar 1,Sindh,Naveed Dero,Pakistan Peoples Party Parliamentarians,77812,0.47308167,win,164479
NA-215,Sanghar 1,Sindh,Haji Khuda Bux Rajar,Grand Democratic Alliance,77227,0.469524985,loss,164479
NA-215,Sanghar 1,Sindh,Muhammad Ishaq,Pakistan Muslim League (Nawaz),2618,0.015916926,loss,164479
NA-215,Sanghar 1,Sindh,Mushtaque,Pakistan Tehreek-e-Insaf,2546,0.01547918,loss,164479
NA-215,Sanghar 1,Sindh,Saeed Khan Nizamani,Independents,2310,0.014044346,loss,164479
NA-215,Sanghar 1,Sindh,Rana Rashid Ali,Independents,938,0.005702856,loss,164479
NA-215,Sanghar 1,Sindh,Muhammad Qasim,Independents,384,0.002334645,loss,164479
NA-215,Sanghar 1,Sindh,Mumtaz Hussain,Pakistan Peoples Party-SB,302,0.001836101,loss,164479
NA-215,Sanghar 1,Sindh,Waseem Akhter,Muttahida Qaumi Movement Pakistan,231,0.001404435,loss,164479
NA-215,Sanghar 1,Sindh,Faraz,Independents,111,0.000674858,loss,164479
NA-216,Sanghar 2,Sindh,Shazia Marri,Pakistan Peoples Party Parliamentarians,80752,0.509569574,win,158471
NA-216,Sanghar 2,Sindh,Kishan Chand Parwani,Grand Democratic Alliance,70436,0.44447249,loss,158471
NA-216,Sanghar 2,Sindh,Jam Nafees Ali Khan,Independents,2765,0.017447987,loss,158471
NA-216,Sanghar 2,Sindh,Saeed Ahmed,Muttahida Majlis–e–Amal Pakistan,922,0.005818099,loss,158471
NA-216,Sanghar 2,Sindh,Khuda Bux,Independents,865,0.005458412,loss,158471
NA-216,Sanghar 2,Sindh,Quratulain Marri,Independents,806,0.005086104,loss,158471
NA-216,Sanghar 2,Sindh,Muhammad Aslam,Pakistan Tehreek-e-Insaf,790,0.004985139,loss,158471
NA-216,Sanghar 2,Sindh,Yasir Ali,Independents,525,0.003312909,loss,158471
NA-216,Sanghar 2,Sindh,Ali Muhammad Mari,Independents,267,0.001684851,loss,158471
NA-216,Sanghar 2,Sindh,Aurangzeb,Independents,257,0.001621748,loss,158471
NA-216,Sanghar 2,Sindh,Jam Muhammad Farooq Ali Khan,Independents,86,0.000542686,loss,158471
NA-216,Sanghar 2,Sindh,Muhammad Hashim,Independents,0,0,loss,158471
NA-217,Sanghar 3,Sindh,Roshan Uddin Junejo,Pakistan Peoples Party Parliamentarians,102361,0.620787318,win,164889
NA-217,Sanghar 3,Sindh,Mehar Ali Alias Mahi Khan,Grand Democratic Alliance,43757,0.265372463,loss,164889
NA-217,Sanghar 3,Sindh,Akbar Hussain Chughtai,Muttahida Majlis–e–Amal Pakistan,7552,0.045800508,loss,164889
NA-217,Sanghar 3,Sindh,Akber Hussain Chugtai,Muttahida Majlis–e–Amal Pakistan,7552,0.045800508,loss,164889
NA-217,Sanghar 3,Sindh,Muhammad Shakeel,Muttahida Qaumi Movement,974,0.005907004,loss,164889
NA-217,Sanghar 3,Sindh,Zafar ALi,Independents,665,0.004033016,loss,164889
NA-217,Sanghar 3,Sindh,Muhammad Mubeen,Jamiat Ulema-e-Pakistan (Noorani),543,0.003293124,loss,164889
NA-217,Sanghar 3,Sindh,Paras Dero,Independents,493,0.00298989,loss,164889
NA-217,Sanghar 3,Sindh,Ghulam Mujtaba Soomro,Independents,413,0.002504715,loss,164889
NA-217,Sanghar 3,Sindh,Shakeel Ahmed Urf Karimdad,Independents,245,0.001485848,loss,164889
NA-217,Sanghar 3,Sindh,Abdul Aziz Thahim,Sindh United Party,151,0.000915768,loss,164889
NA-217,Sanghar 3,Sindh,Salahuddin Junejo,Independents,123,0.000745956,loss,164889
NA-217,Sanghar 3,Sindh,Ghayas Uddin,Independents,60,0.000363881,loss,164889
NA-217,Sanghar 3,Sindh,Niaz Hussain,Independents,0,0,loss,164889
NA-218,Mirpurkhas 1,Sindh,Ali Nawaz Shah,Independents,75795,0.446091731,win,169909
NA-218,Mirpurkhas 1,Sindh,Peer Hasan Shah Jelani,Pakistan Peoples Party Parliamentarians,67552,0.397577527,loss,169909
NA-218,Mirpurkhas 1,Sindh,Syed Mumtaz Ali Shah,Pakistan Tehreek-e-Insaf,8836,0.052004308,loss,169909
NA-218,Mirpurkhas 1,Sindh,Sanjay Perwari,Muttahida Qaumi Movement Pakistan,5018,0.029533456,loss,169909
NA-218,Mirpurkhas 1,Sindh,Bahadur Ali,Tehreek-e-Labbaik Pakistan,2361,0.013895674,loss,169909
NA-218,Mirpurkhas 1,Sindh,Hafiz Fayaz Ul Hassan,Muttahida Majlis–e–Amal Pakistan,2299,0.013530772,loss,169909
NA-218,Mirpurkhas 1,Sindh,Abdul Majeed,Pakistan Rah-e-Haq Party ,1980,0.011653297,loss,169909
NA-218,Mirpurkhas 1,Sindh,Ghulam Jaffar Junejo,Pakistan Muslim League (Nawaz),1904,0.011205999,loss,169909
NA-218,Mirpurkhas 1,Sindh,Lelan,Independents,1547,0.009104874,loss,169909
NA-218,Mirpurkhas 1,Sindh,Javed Ali,Independents,1053,0.006197435,loss,169909
NA-218,Mirpurkhas 1,Sindh,Rais Ahmed Khan,Pak Sarzameen Party,682,0.004013913,loss,169909
NA-218,Mirpurkhas 1,Sindh,Aftab Hussain Shah Jelani,Independents,448,0.002636706,loss,169909
NA-218,Mirpurkhas 1,Sindh,Muhammad Jibran,All Pakistan Muslim League,329,0.001936331,loss,169909
NA-218,Mirpurkhas 1,Sindh,Roop Chand,Independents,105,0.000617978,loss,169909
NA-218,Mirpurkhas 1,Sindh,Abdul Haque,Independents,0,0,loss,169909
NA-219,Mirpurkhas 2,Sindh,Mir Munwar Ali Talpur,Pakistan Peoples Party Parliamentarians,105823,0.604454167,win,175072
NA-219,Mirpurkhas 2,Sindh,Arbab Ghulam Rahim,Grand Democratic Alliance,51145,0.292136949,loss,175072
NA-219,Mirpurkhas 2,Sindh,Ali Nawaz Shah,Independents,9748,0.055679949,loss,175072
NA-219,Mirpurkhas 2,Sindh,Mir Mehboob ALi Talpur,Independents,3133,0.017895494,loss,175072
NA-219,Mirpurkhas 2,Sindh,Chaudhary Sajad Ahmed,Pakistan Muslim League (Nawaz),2311,0.013200283,loss,175072
NA-219,Mirpurkhas 2,Sindh,Chatro,Independents,2108,0.01204076,loss,175072
NA-219,Mirpurkhas 2,Sindh,Jawad Ali,Pak Sarzameen Party,545,0.003113005,loss,175072
NA-219,Mirpurkhas 2,Sindh,Mir Hassan,Independents,259,0.001479391,loss,175072
NA-220,Umer Kot,Sindh,Nawab Yousaf Talpur,Pakistan Peoples Party Parliamentarians,162979,0.593328382,win,274686
NA-220,Umer Kot,Sindh,Makhdoom Shah Mehmood Qureshi,Pakistan Tehreek-e-Insaf,104267,0.379586146,loss,274686
NA-220,Umer Kot,Sindh,Neelam Walgi,Pakistan Muslim League (Nawaz),5089,0.018526609,loss,274686
NA-220,Umer Kot,Sindh,Gul Hassan,Sindh United Party,1046,0.003807984,loss,274686
NA-220,Umer Kot,Sindh,Ghulam Akber Dars,Independents,706,0.002570207,loss,274686
NA-220,Umer Kot,Sindh,Ishrat Naz,Muttahida Majlis–e–Amal Pakistan,416,0.001514457,loss,274686
NA-220,Umer Kot,Sindh,Arbab Ghulam Rahim,Independents,183,0.000666215,loss,274686
NA-221,ThAwami Raj Partyarker 1,Sindh,Pir Noor Muhammad Shah Jelani,Pakistan Peoples Party Parliamentarians,79098,0.503212754,win,157186
NA-221,ThAwami Raj Partyarker 1,Sindh,Makhdoom Shah Mehmood Qureshi,Pakistan Tehreek-e-Insaf,72127,0.458864021,loss,157186
NA-221,ThAwami Raj Partyarker 1,Sindh,Dilawar Khan,Independents,2547,0.016203733,loss,157186
NA-221,ThAwami Raj Partyarker 1,Sindh,Jalaluddin,Tehreek-e-Labbaik Pakistan,1996,0.012698332,loss,157186
NA-221,ThAwami Raj Partyarker 1,Sindh,Abdul Aziz,Muttahida Majlis–e–Amal Pakistan,1174,0.007468859,loss,157186
NA-221,ThAwami Raj Partyarker 1,Sindh,Mumtaz Ali Rahimoon,Independents,244,0.001552301,loss,157186
NA-222,ThAwami Raj Partyarker 2,Sindh,Mahesh Kumar Malani,Pakistan Peoples Party Parliamentarians,106630,0.479070164,win,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Zakaullah,Grand Democratic Alliance,87251,0.392003666,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Hemoon,Independents,11893,0.053433194,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Muhammad Mean,Independents,4894,0.021987896,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Muhammad Ramzan,Tehreek-e-Labbaik Pakistan,2002,0.00899464,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Anwer Jabbar,Independents,1968,0.008841884,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Togachi Fawad Razzaq,Independents,1469,0.006599963,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Tulchhi Bai,Independents,1232,0.005535163,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Lutfullah,Independents,1055,0.004739933,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Abdul Ghani,Allah-o-Akbar Tehreek,1023,0.004596162,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Ghulam Rahim,Independents,990,0.004447899,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Arbab Amir Amanullah,Independents,935,0.004200793,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Gianchand,Independents,919,0.004128908,loss,222577
NA-222,ThAwami Raj Partyarker 2,Sindh,Kanwar Kumar,Independents,316,0.001419733,loss,222577
NA-223,Matiari,Sindh,Makhdoom Jamil Uz Zaman,Pakistan Peoples Party Parliamentarians,109960,0.61341411,win,179259
NA-223,Matiari,Sindh,Makhdoom Fazal Hussain,Grand Democratic Alliance,50366,0.280967762,loss,179259
NA-223,Matiari,Sindh,Farhat Yasmeen,Muttahida Majlis–e–Amal Pakistan,6101,0.034034553,loss,179259
NA-223,Matiari,Sindh,Dost Ali,Majlis-e-Wahdat-e-Muslimeen Pakistan,3529,0.019686599,loss,179259
NA-223,Matiari,Sindh,Syed Farman Ali Shah,Independents,2000,0.011157041,loss,179259
NA-223,Matiari,Sindh,Ramesh Kumar,Pakistan Tehreek-e-Insaf,1845,0.01029237,loss,179259
NA-223,Matiari,Sindh,Gul Sher Sario,Independents,1401,0.007815507,loss,179259
NA-223,Matiari,Sindh,Makhdoom Shahzad Ali,Independents,1182,0.006593811,loss,179259
NA-223,Matiari,Sindh,Peeral Majedano,Pakistan Peoples Party-SB,1005,0.005606413,loss,179259
NA-223,Matiari,Sindh,Muhammad Ali Abro,Independents,951,0.005305173,loss,179259
NA-223,Matiari,Sindh,Nargis Naz,Pakistan Muslim League (Nawaz),665,0.003709716,loss,179259
NA-223,Matiari,Sindh,Makhdoom Zahid Ali Siddiqui,Pak Sarzameen Party,254,0.001416944,loss,179259
NA-223,Matiari,Sindh,Ameer Abaas Lighari,Sindh United Party,0,0,loss,179259
NA-223,Matiari,Sindh,Yasir Ahmad Shah,Independents,0,0,loss,179259
NA-224,Tando Allahyar,Sindh,Zulfiqar Bachani,Pakistan Peoples Party Parliamentarians,97147,0.512586863,win,189523
NA-224,Tando Allahyar,Sindh,Muhammmad Mohsin,Grand Democratic Alliance,70914,0.374170945,loss,189523
NA-224,Tando Allahyar,Sindh,Wali Muhammad Laghari,Muttahida Majlis–e–Amal Pakistan,7867,0.041509474,loss,189523
NA-224,Tando Allahyar,Sindh,Hussain Bux,Tehreek-e-Labbaik Pakistan,4441,0.023432512,loss,189523
NA-224,Tando Allahyar,Sindh,Syed Altaf Hussain Shah,Independents,1804,0.009518634,loss,189523
NA-224,Tando Allahyar,Sindh,Shaik Ul Hassan Shah Rashdi,Independents,1587,0.008373654,loss,189523
NA-224,Tando Allahyar,Sindh,Khalid Hussain,Muttahida Qaumi Movement,1353,0.007138975,loss,189523
NA-224,Tando Allahyar,Sindh,Nazeir Khan,Independents,1056,0.005571883,loss,189523
NA-224,Tando Allahyar,Sindh,Syed Inayat Ali Rizvi,Majlis-e-Wahdat-e-Muslimeen Pakistan,949,0.005007308,loss,189523
NA-224,Tando Allahyar,Sindh,Bhooro,Independents,885,0.004669618,loss,189523
NA-224,Tando Allahyar,Sindh,Muhammad Sikandar,Pakistan Rah-e-Haq Party ,653,0.003445492,loss,189523
NA-224,Tando Allahyar,Sindh,Pir Ghulam Nabi Shah,Independents,498,0.002627649,loss,189523
NA-224,Tando Allahyar,Sindh,Abdul Sattar Bachani,Independents,252,0.001329654,loss,189523
NA-224,Tando Allahyar,Sindh,Ameer Ali Thebo,Sindh United Party,117,0.000617339,loss,189523
NA-224,Tando Allahyar,Sindh,Altaf Hussain,Independents,0,0,loss,189523
NA-224,Tando Allahyar,Sindh,Syed Ali Nawaz Shah Rizvi,Independents,0,0,loss,189523
NA-225,Hyderabad 1,Sindh,Syed Hussain Tarique,Pakistan Peoples Party Parliamentarians,81983,0.586174845,win,139861
NA-225,Hyderabad 1,Sindh,Khawand Bux Ghulam Muhammad,Pakistan Tehreek-e-Insaf,50968,0.364418959,loss,139861
NA-225,Hyderabad 1,Sindh,Naheed Khan Barakzai,Grand Democratic Alliance,4839,0.034598637,loss,139861
NA-225,Hyderabad 1,Sindh,Abdul Hameed Memon,Independents,1037,0.007414504,loss,139861
NA-225,Hyderabad 1,Sindh,Syed Muzaffar Ali Shah,Pak Sarzameen Party,619,0.004425823,loss,139861
NA-225,Hyderabad 1,Sindh,Ameer Ali Thebo,Sindh United Party,415,0.002967232,loss,139861
